id,name,island,city,center_type,score,verdict,reasons,phone,email,website_url,description_snippet
42057ccc-5145-425e-a93c-011a9841eb06,Acupuncture By Lori Campbell,big_island,Keaau,wellness_center,2,likely center,no description; center_type is generic 'wellness_center' (pipeline default),8089614410,,https://www.punctureme.com/,
b8d108d5-0e34-4291-a7de-87f3fa3dea00,Acupuncture By Sarah West,big_island,Hilo,wellness_center,2,likely center,no description; center_type is generic 'wellness_center' (pipeline default),8083456055,,http://www.acupuncturewest.com/,
4a14f71e-5a60-497f-85b4-299290ff1481,Acupuncture Hawaii - Dr. Daniel Caputo N.D. L.Ac.,big_island,Kailua-Kona,wellness_center,0,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default),8088953097,,,
912e61db-8a94-490e-9a40-db576e54a470,Advanced Bodyworks Physical Medicine,big_island,Waimea,wellness_center,1,likely center,center_type is generic 'wellness_center' (pipeline default),8084396292,,https://www.advbodyworks.com/,"Are you searching for a Chiropractor in Kamuela, HI? Call Advanced Bodyworks tod"
70f5dab8-f665-4a3c-96df-2d964b490d39,"Advanced Wellness and Recovery | Weight-Loss, Hormone Replacement, Integrative Medicine & Massage Therapy",big_island,Kailua-Kona,wellness_center,0,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default),8083279609,,https://www.advancedhawaii.com/,
fcce9a49-6f7d-40a0-b464-e5f51613a49c,"Agnes L. Van De Put, PT",big_island,Captain Cook,wellness_center,2,likely center,no description; center_type is generic 'wellness_center' (pipeline default),8083238123,,,
aa26787e-2f9d-4304-a80f-fd9fc1c3cacd,"Akahai Emotional Wellness, LLC",big_island,Hilo,wellness_center,1,likely center,name contains business keyword; center_type is generic 'wellness_center' (pipeline default); all modalities are solo-practitioner types (counseling),8087203637,,https://akahaiemotionalwellness.com/,"Aloha E komo maiAkahai EmotionalWellness, LLC Mental Health Counseling Services "
e7d74afc-d831-4055-9b14-825510e32086,Akamu Wellness,kauai,Princeville,wellness_center,0,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default),8083531968,,https://www.akamuwellness.com/,
b33948ed-6b37-4492-9e71-ae064de99a36,"Akua Family Therapy - Aaron Collins, LMFT",big_island,Kurtistown,wellness_center,4,LIKELY PRACTITIONER,name contains professional credential suffix; no description; center_type is generic 'wellness_center' (pipeline default),8086463150,,http://www.akuafamilytherapy.net/,
2353b254-831b-45ab-9925-7c9c7f2a9074,Alea Lani Massage and Yoga,big_island,Waimea,wellness_center,1,likely center,center_type is generic 'wellness_center' (pipeline default),8088969761,alea@alealani.com,https://alealani.com/,Alea Lani Massage & Yoga offers personalized massage therapy and mindful yoga pr
57a9459a-a43f-4ee8-9d61-4e6663c60fa9,"Alignment based yoga
Meditation
SATYA
(a somatic practice)",big_island,Kailua-Kona,wellness_center,1,likely center,center_type is generic 'wellness_center' (pipeline default),(502) 443-7927,,https://studiom108.com/,A little studio with a lotta heart ❤
704a6eb8-25df-4c92-b244-a57f054727e6,Alii Health Center,big_island,Kailua-Kona,clinic,-3,likely center,name contains business keyword; center_type is specific (clinic),8087478321,,http://www.aliihealthcenter.com/,Please scan the QR code to view a map of our clinics in the Keauhou Shopping Cen
8f798e0c-6410-43b3-9576-6525a1a4bc02,All Tight Sports Nutrition,big_island,Hilo,wellness_center,2,likely center,no description; center_type is generic 'wellness_center' (pipeline default),8089696895,,http://alltightsportsnutritionllc.com/,
5dd9c8ab-4bd5-4a57-a5a5-1577236955bf,ALO+HA,big_island,Waimea,wellness_center,2,likely center,no description; center_type is generic 'wellness_center' (pipeline default),8087569350,,https://www.aloandha.com/,
cd68bcb9-2ed9-4b3e-86db-40f0c268912e,"Aloha Acupuncture & Wellness, Inc. (formerly Hinano Healing Arts)",big_island,Hilo,wellness_center,0,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default),8088545063,,http://www.hinanohealingarts.com/,
fcaf509d-a476-49cc-a745-583f2ef08106,Aloha Family Chiropractic and Wellness,maui,Kahului,wellness_center,0,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default),8088771534,,http://www.mauichiro.com/,
00814d22-8915-4b4b-8503-175f6466a540,Aloha Healing Spirit,big_island,Pāhoa,wellness_center,1,likely center,name contains business keyword; description uses first-person language; center_type is generic 'wellness_center' (pipeline default),8086577568,,http://www.alohahealingspirit.com/,"Do you experience chronic pain, tension, or stress and would like to get massage"
c9fe9882-acd4-4b6d-be37-3bddb8f9d36c,Aloha Health Clinic,big_island,Kapaau,wellness_center,0,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default),8088890770,,,
41192821-2788-45c2-a3a9-03a875be498f,Aloha Kai Aesthetics and Wellness,big_island,Waialua,spa,-2,likely center,name contains business keyword; no description; center_type is specific (spa),8087234085,,https://aloha-kai-aesthetics.square.site/s/appointments,
f2893c1a-5f3b-4528-ba73-64e165182282,Aloha Massage Academy,big_island,Kealakekua,wellness_center,-1,likely center,name contains business keyword; center_type is generic 'wellness_center' (pipeline default),8089376019,96750alohamassageacademy@gmail.com,http://www.aloha-massageacademy.com/,"Join instructor Angela Leslee, LMT in a 20 hour, CEU accredited Mana Lomi® works"
d0478f01-8240-4632-9cc1-9c1c55186ae9,Aloha Massages & Wellness Center,maui,Paia,wellness_center,0,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default),8082686807,,http://www.massagetherapyinpaiahi.com/,
e8a52eed-8132-43ab-b848-2644f4a3377a,Aloha Moon Spa,kauai,Kapaʻa,spa,-3,likely center,name contains business keyword; center_type is specific (spa),8086521993,amkauai1@gmail.com,http://alohamoonspa.com/,Aloha Moon Massage Therapy and Shop
4ebd3ac3-d2b0-4a20-8f44-134a1f9c321b,"Aloha Nui - Aloha Nui DPC, LLC",big_island,Hilo,wellness_center,-3,likely center,name contains business keyword; description mentions team/staff; center_type is generic 'wellness_center' (pipeline default),8089611400,submitfollowcontactinfo@myalohanuidpc.comaddress,http://www.alohanuidpc.com/,Aloha Nui DPC is accepting new patients. Dr. Stefan Harmeling is a family doctor
5978c7a1-c13e-4b5c-9d7f-4a34276f2b87,Aloha Regenerative Therapy of Hawaii,big_island,Pāhoa,wellness_center,1,likely center,name contains business keyword; center_type is generic 'wellness_center' (pipeline default); all modalities are solo-practitioner types (psychotherapy),8087567399,fiveelementtherapy808@gmail.com,https://www.aloharegenerativetherapyofhawaii.com/,"Accupuncture, Alternative medicine, holistic medicine, needless stem cell therap"
509fbc02-d003-45b6-b9e3-a36834ff7abb,Aloha Rejuvenation Therapy,big_island,Honokaa,wellness_center,0,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default),8088962692,,,
bd490e69-07ea-4663-ab64-fcfe17b0dfb4,Aloha Sexual Health & Happiness,big_island,Pāhoa,wellness_center,2,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default); all modalities are solo-practitioner types (counseling),8089658800,,,
f0f94aca-099a-461b-b9bf-6b33604908b1,Aloha Wellness Center,big_island,Hilo,wellness_center,-1,likely center,name contains business keyword; center_type is generic 'wellness_center' (pipeline default),8084915272,,http://www.alohawellnessinn.com/,Hawaii Naturopathic Retreat is a Holistic Detox Retreat Center in Hawaii & Hilo 
4e7494da-9372-4739-ab84-44880fe200bc,Alohatherapy,big_island,Pāhoa,wellness_center,1,likely center,center_type is generic 'wellness_center' (pipeline default),8089659785,mail@alohatherapy.net,https://alohatherapy.net/,"Hawaiian Aromatherapy. Perfumes, Essential Oils, Wonderfully Scented Organic Lot"
905b5c8c-d8e5-4849-a108-c21c8cebafef,Amanda Marie Energy Healing,big_island,Captain Cook,wellness_center,0,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default),7707713442,,https://amandamarie.com/,
ffb25e36-aa98-4894-badc-c64737946f3f,"Anchor Behavioral Health, LLC",big_island,Hawi,wellness_center,1,likely center,name contains business keyword; center_type is generic 'wellness_center' (pipeline default); all modalities are solo-practitioner types (counseling),8087319006,info@anchorbehavioralhealth.com,https://www.anchorbehavioralhealth.com/,Anchor Behavioral Health serves residents of the Hawaiian Islands needing psychi
437eab77-52ef-4735-92e9-e878994eb2b7,Angela Mulligan Therapy,big_island,Hawi,wellness_center,6,LIKELY PRACTITIONER,name looks like a personal name; center_type is generic 'wellness_center' (pipeline default); all modalities are solo-practitioner types (counseling),8086476865,statestherapy@angelamulligan.com,http://angelamulligan.com/,Marriage and Family Therapist offering Emotionally Focused Therapy (EFT) for cou
4444e048-0a50-4526-a807-8ca8bf539a08,Anna Liza Van Dine L.Ac,big_island,Kailua-Kona,wellness_center,2,likely center,no description; center_type is generic 'wellness_center' (pipeline default),8554625642,,http://www.go-aloha.com/,
5dcc7ee9-3219-4fd8-9be3-172a02120774,Arakaki Physical Therapy,big_island,Hilo,clinic,3,LIKELY PRACTITIONER,name looks like a personal name; no description; center_type is specific (clinic),8089693827,,,
0a8a2ed6-355d-4c30-8318-526fb044b006,Arakaki Warren K,big_island,Hilo,wellness_center,2,likely center,no description; center_type is generic 'wellness_center' (pipeline default),8089693827,,,
38973322-f1c8-4998-b79b-aaf1445ffe0a,Aronowitz Vivienne W,big_island,Waimea,wellness_center,2,likely center,no description; center_type is generic 'wellness_center' (pipeline default),8089369001,,http://viviennearonowitz.com/contact/,
fc283185-411e-47ec-bc04-f1efb0509b6a,Association For Integrative,big_island,Hilo,wellness_center,2,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default); all modalities are solo-practitioner types (somatic therapy),8089357412,,,
51b3731f-e116-4771-a829-6fbe91f7bd86,Auberge Spa at Mauna Lani,big_island,Waimea,spa,-2,likely center,name contains business keyword; no description; center_type is specific (spa),8087963954,,https://auberge.com/mauna-lani/wellness/spa/,
f52fd547-48ba-4ec0-8d8d-6fc23c0bc7d2,Avani Yoga and Boutique,big_island,Hilo,wellness_center,1,likely center,center_type is generic 'wellness_center' (pipeline default),8086341416,,https://www.avaniyogaandboutique.com/,It is with a heavy heart we inform you our lovely Yoga studio and boutique burne
651e5973-0e0a-4a10-8c7d-89c654a9d29a,Aviva Wellness and Acupuncture,oahu,Aiea,wellness_center,0,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default),8088882300,,https://avivaacupuncture.com/?utm_campaign=gmb,
3d16114e-a8ba-4dc2-8c29-ad35a2455e46,Ayurveda Hale,oahu,Waialua,retreat_center,0,likely center,name looks like a personal name; description mentions team/staff; center_type is specific (retreat_center),8083744325,,http://haleveda.com/,"Tucked away on the serene north shore of O’ahu, Hale Veda™ is an oasis of well-b"
203e52a5-65d5-4782-afd3-01ec77f632e3,Ayurveda Wellness Hawaii,oahu,Kailua,wellness_center,0,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default),8087492311,,https://ayurvedawellnesshawaii.com/home,
c7971e4f-5694-4305-8f6c-718b6e4ce0f9,Back To Basics Chiropractic LLC,big_island,Keaau,wellness_center,-1,likely center,name contains business keyword; center_type is generic 'wellness_center' (pipeline default),4088091844,,http://www.backtobasicshawaii.com/,Chiropractor offering low-cost care $15 office visits. Open Saturdays. Open Sund
b25a1248-9ec2-46d9-9741-8ff6d3b175f6,Bay Clinic WIC Program Pahoa Family Health Center,big_island,Pāhoa,clinic,-5,likely center,name contains business keyword; description mentions team/staff; center_type is specific (clinic),8089653030,,http://www.wicprograms.org/ci/hi-pahoa,"Pahoa, HI WIC program and clinic information. We provide informative information"
10a3f13e-48eb-4045-a733-0901029d52b4,Bella Dia spa + yoga + wellness,kauai,Lihue,spa,-2,likely center,name contains business keyword; no description; center_type is specific (spa),8083782278,,https://www.belladiahawaii.com/,
2549dd28-425f-4171-9dc4-046e046ed914,Bella Kai Hot Yoga,oahu,Kailua,wellness_center,2,likely center,no description; center_type is generic 'wellness_center' (pipeline default),8083758294,,http://bellakaihotyoga.com/,
9c259008-b03a-4ba4-8570-71da4058a97b,BEST Birth Hawaii,oahu,Honolulu,wellness_center,2,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default); all modalities are solo-practitioner types (midwife),8083660230,,http://www.bestbirthhawaii.com/,
6934173a-015f-45bf-9c71-3629b022db8e,Beyond Healing LLC,big_island,Kailua-Kona,wellness_center,0,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default),8083424568,,https://www.katrinaclarklcsw.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=15333539702328791557,
b450306b-f692-4fd5-aa55-1d41da58e592,Big Island Acupuncture & Oriental Medicine,big_island,Hilo,wellness_center,2,likely center,no description; center_type is generic 'wellness_center' (pipeline default),8089349858,bigislandacu@gmail.com,https://www.bigislandacu.com/contact-us.php,
e4a0b73e-579e-412a-a305-123e469d863d,"Big Island Behavioral Health, LLC",big_island,Keaau,wellness_center,2,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default); all modalities are solo-practitioner types (psychotherapy),7077970064,,,
52eed28b-9de3-4c0e-9c8f-46bcc30670a2,"Big Island Family Medicine, Inc",big_island,Hilo,wellness_center,2,likely center,no description; center_type is generic 'wellness_center' (pipeline default),8083655988,,,
0086e210-36f3-43c8-a629-c9dfda159f20,Big Island Healing Center & Day Spa,big_island,Kealakekua,wellness_center,0,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default),8082099149,,http://www.bihacspa.com/,
117df752-d26d-4b56-ba4f-42c78458a10c,Big Island Nature Yoga LLC ,big_island,Hilo,wellness_center,1,likely center,center_type is generic 'wellness_center' (pipeline default),(170) 486-8923,Alohavibesyogastyle@gmail.com,https://www.bigislandnatureyoga.com/,"Our mission is to nurture a loving community that supports healing, growth, and "
ec8e1fa7-308f-42be-8e71-721166a8c434,Big Island Physical Therapy,big_island,Hilo,wellness_center,2,likely center,no description; center_type is generic 'wellness_center' (pipeline default),8089355255,,http://www.bigislandpt.com/,
85e41f6b-6d0f-4436-8929-3d485e475733,Big Island Retreat,big_island,Kailua-Kona,retreat_center,-3,likely center,name contains business keyword; center_type is specific (retreat_center),8089387988,bigislandretreatkona@gmail.com,https://www.bigislandretreat.com/,Boutique-style hotel for budget travelers in the heart of Kailua Kona. A 5-minut
29b059af-7b36-43f5-805e-378e68ec50a7,Big Island Yoga Center,big_island,Kealakekua,wellness_center,-3,likely center,name contains business keyword; description mentions team/staff; center_type is generic 'wellness_center' (pipeline default),5074596700,biyogac@gmail.comemail,http://www.bigislandyoga.com/,"Iyengar Yoga Workshop with Janet MacLeod October 4–5, 2025 at Paleaku Gardens Sa"
ade40af3-5377-4fd2-aa67-15b154898393,"Blissful Health, LLC",big_island,Mountain View,wellness_center,0,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default),8082248662,,,
64c1bbec-63d1-4354-aaeb-79973d754043,Blue Dragon Bodywork,big_island,Waimea,wellness_center,2,likely center,name looks like a personal name; description mentions team/staff; center_type is generic 'wellness_center' (pipeline default),8088827791,,http://www.bluedragonbodywork.com/,"With two locations, Blue Dragon Bodywork and Kohala Village Bodywork, we offer M"
264c4180-51b2-4b42-a89c-7324e72136b4,Body Harmony Massage Therapy,big_island,Hilo,wellness_center,2,likely center,no description; center_type is generic 'wellness_center' (pipeline default),8086408833,,https://bodyharmonyhilo.com/,
3c037783-fc4f-444b-b4a7-c2198d292a8c,Body Haven Hawaii,big_island,Waimea,wellness_center,0,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default),8089879390,,https://www.bodyhavenhawaii.com/,
c3ff9641-8e86-4737-abe1-f73d2705faa4,BodyPro Physical Therapy,big_island,Kailua-Kona,clinic,-1,likely center,center_type is specific (clinic),(808) 887-1371,,https://www.bodyprotherapy.com/,"BodyPro Physical Therapy, Exercise, Hand, Sport Injury Rehabilitation  Located 6"
65177527-d674-4ad5-8e7c-829d20ebc5f9,Calm and Collective Therapeutics,oahu,Honolulu,wellness_center,2,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default); all modalities are solo-practitioner types (somatic therapy),8087441202,,http://www.calmandcollectivehi.com/,
73d108ad-dab9-437d-afee-0aef23009b44,Calm Waves Counseling,big_island,Kailua-Kona,wellness_center,6,LIKELY PRACTITIONER,name looks like a personal name; center_type is generic 'wellness_center' (pipeline default); all modalities are solo-practitioner types (counseling),5025093588,calmwavescounseling@gmail.com,https://calmwavescounselingkona.com/,"Cultivate peace and renewal in your heart, mind and spirit."
cfb918c8-af7e-4395-9802-7a16d0b20ccc,Care Hawaii,big_island,Kealakekua,wellness_center,-1,likely center,name contains business keyword; description mentions team/staff; center_type is generic 'wellness_center' (pipeline default); all modalities are solo-practitioner types (psychotherapy),8083312273,227-3154compliance@carehawaii.com,http://www.carehawaii.com/,"Founded in 1999, CARE Hawaii, Inc. maintains a network of mental health professi"
5e701f42-0f3c-4813-9cb8-2f05fbe937a7,"CARE Hawaii, Inc. - Hilo",big_island,Hilo,wellness_center,2,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default); all modalities are solo-practitioner types (counseling),8089300777,,,
e298aeb0-7f27-4623-b13d-874b3420412f,Celestial Acupuncture & East Asian Medicine,big_island,Pāhoa,wellness_center,2,likely center,no description; center_type is generic 'wellness_center' (pipeline default),8089003654,,http://www.celestial-acupuncture.com/,
d7384d89-e61c-42b2-a644-1d8e0ef904a3,Center for Healing & Transformation,oahu,Kailua,wellness_center,2,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default); all modalities are solo-practitioner types (somatic therapy),8084513960,,http://www.centerforhealingandtransformation.com/,
24ee10ff-8d24-42de-9d2d-95b0f33ce14b,Center For Holistic Medicine,oahu,Aiea,wellness_center,0,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default),8084878833,,,
40e3ef5e-be93-4736-b4be-c54b050d5f80,Center For Natural Healing Hawai'i,oahu,Honolulu,wellness_center,0,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default),8083739966,,http://www.naturalhealinghawaii.com/,
23f1f396-82f7-4ca6-bb8c-2835e730d0f9,Center For Spiritual Living,big_island,Keaau,wellness_center,1,likely center,name contains business keyword; center_type is generic 'wellness_center' (pipeline default); all modalities are solo-practitioner types (reiki),8089825683,prayerhawaiicsl@gmail.com,http://hawaiicsl.org/,Center for Spiritual Living East Hawaii Welcome Welcome to Center for Spiritual 
4a7fa487-28e0-49be-a08c-8a6941662abe,Charles Dean M Sonido,big_island,Hilo,wellness_center,1,likely center,center_type is generic 'wellness_center' (pipeline default),8086995101,,https://www.primarycareclinichawaii.com/hilo,Dr. Francis Cavanaugh has lived on the Big Island for over 16 years where he was
5a0786ad-2503-49bd-8420-2dca294c9bdd,Chavez Deborah,big_island,Kailua-Kona,wellness_center,5,LIKELY PRACTITIONER,name looks like a personal name; no description; center_type is generic 'wellness_center' (pipeline default),8083229288,,https://konapsychologist.com/,
db8606c1-5a61-4760-926e-eaea68b2746d,Cherry Healing Center,big_island,Hilo,wellness_center,-1,likely center,name contains business keyword; center_type is generic 'wellness_center' (pipeline default),8084894272,appointments@cherryhealingcenter.com,http://cherryhealingcenter.com/,Caring for yourself can have its challenges. Especially if you are emotionally d
ecbc88bf-a9f5-40d4-a5e4-0364314efdd1,Chikara Physical Therapy,big_island,Hilo,clinic,3,LIKELY PRACTITIONER,name looks like a personal name; no description; center_type is specific (clinic),8089699200,,,
cfd523de-a70a-49a3-a9ea-6c230f6ead09,Chiropractic Care and Massage,big_island,Kailua-Kona,wellness_center,0,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default),,,,
0f29c0bf-84aa-496c-be2e-082f53c8e968,Chiropractic Clinic For Injury,big_island,Kailua-Kona,clinic,-2,likely center,name contains business keyword; no description; center_type is specific (clinic),8083291551,,,
d8a930da-a2de-4f9e-8278-396dcc579fef,"Christopher M. Hilton, DC",big_island,Hilo,wellness_center,4,LIKELY PRACTITIONER,name contains professional credential suffix; no description; center_type is generic 'wellness_center' (pipeline default),8089598922,,https://www.hilochiropractic.com/about,
d0e194a6-d74e-4d24-8241-4c876acd9ebd,Clear Chiropractic LLC,big_island,Keaau,wellness_center,0,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default),8089824801,,,
20fb11ba-9704-45d7-876f-a49af0ac5c90,"COLLABORATIVE CARE,
COMMITTED TO YOUR WELL-BEING",big_island,Kailua-Kona,wellness_center,1,likely center,center_type is generic 'wellness_center' (pipeline default),(254) 535-2419,admin@thekoaclinic.com,https://www.thekoaclinic.com/,"Integrative primary health care & more in Kailua-Kona, Hawaii at The Koa Clinic."
98155d0a-ad34-40c6-a757-fa82f329e2d1,Collective Current-Integrative Therapy and Healing,oahu,Kailua,wellness_center,2,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default); all modalities are solo-practitioner types (somatic therapy),7193575702,,http://www.collectivecurrent.com/,
4e52ba2f-76e8-43a7-87de-405b157d9526,Colon Hydrotherapy with Silke,big_island,Pāhoa,wellness_center,2,likely center,no description; center_type is generic 'wellness_center' (pipeline default),8084308165,,,
3951de05-5f65-48ee-87d2-aa7cd1c4257b,Cooper Center,big_island,Volcano,wellness_center,0,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default),7024827887,,,
df9cd79b-8197-4308-879f-62d64b05d807,Cornerstone Community Chiropractic,oahu,Honolulu,wellness_center,0,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default),8082864287,,https://www.cornerstonecommunitychiro.com/,
5467ee57-bc9b-41a9-885c-ed11ce833c1a,Cornerstone Community Chiropractic - Kailua,oahu,Kailua,wellness_center,0,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default),8086366996,,https://www.cornerstonecommunitychiro.com/,
b4b4afd4-005c-4c96-baf4-c0534c8ceaa0,Cosmic Energy Connections,big_island,Mountain View,wellness_center,6,LIKELY PRACTITIONER,name looks like a personal name; center_type is generic 'wellness_center' (pipeline default); all modalities are solo-practitioner types (reiki),2198859722,filler@godaddy.combookingsmy,https://cosmicenergyconnections.com/,Lets unleash your inner cosmic energy conncection.
8da76d92-b96a-4a09-af79-6329976ee53c,CrossFit AllStar LLC,big_island,Waimea,wellness_center,1,likely center,center_type is generic 'wellness_center' (pipeline default),8083577851,357-7851kc@crossfitallstar.com,http://crossfitallstar.com/,Ready to take control of your health and start living your best life? At CrossFi
567f8af7-22a2-464d-a9be-77c0f608ea8b,Cyrca clinic,big_island,Hilo,clinic,-2,likely center,name contains business keyword; no description; center_type is specific (clinic),8004573194,,,
88ef49e5-5b6e-4df2-add3-32d89020b80a,Daly Birth Maternity Services,maui,Kihei,wellness_center,0,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default),8082802077,,https://www.mauibirth.com/contact/,
c11b945b-ee64-4bbc-b655-947bf4eafa2e,Darrell Becker Acupuncture,big_island,Keaau,wellness_center,5,LIKELY PRACTITIONER,name looks like a personal name; no description; center_type is generic 'wellness_center' (pipeline default),8084304483,,https://dbeckermedical.com/,
8f927b09-3738-4b68-87ec-c999809d0799,Dawana Simpson DC,big_island,Waimea,wellness_center,4,LIKELY PRACTITIONER,name contains professional credential suffix; no description; center_type is generic 'wellness_center' (pipeline default),8085577200,,http://www.alternativehealthcoach.com/,
fff46d0b-151c-4ab1-8a42-23ca6fbf3aa3,Dawn Adele Mobile Massage LLC,big_island,Waikoloa,wellness_center,1,likely center,center_type is generic 'wellness_center' (pipeline default),(808) 990-4343,dawnadelelmt@gmail.com,https://dawnlmt.setmore.com/,Book your appointment with Dawn Adele Mobile Massage LLC
5ac143e9-025a-4c73-a7f6-71ce9cae7204,De Molin Eve,big_island,Hilo,wellness_center,5,LIKELY PRACTITIONER,name looks like a personal name; no description; center_type is generic 'wellness_center' (pipeline default),8089858699,,,
da205aad-a145-488e-8cf9-59d12a1270b3,"Dean Guida, D.C.",big_island,Hilo,wellness_center,2,likely center,no description; center_type is generic 'wellness_center' (pipeline default),8089385257,,http://www.drdeanguida.com/,
ecc6790d-df1a-4e05-bb41-1345171b7ece,Diabetes and Nutrition LLC,big_island,Kailua-Kona,wellness_center,2,likely center,no description; center_type is generic 'wellness_center' (pipeline default),8083456919,,,
b9b72611-37a0-4890-a844-84a9272b7d66,Diabetes Wellness Center,big_island,Waimea,wellness_center,0,likely center,name contains business keyword; no description; center_type is generic 'wellness_center' (pipeline default),8088814832,,,
c93b1036-a214-4861-b217-da333882cf94,Diamond Natural Health,big_island,Pāhoa,wellness_center,-3,likely center,name contains business keyword; description mentions team/staff; center_type is generic 'wellness_center' (pipeline default),8087477495,,x,Searching for a Homeopathic Doctor in Pahoa? Call Diamond Natural Health. We pro
8b8ebf67-d901-43ba-ad85-eb022c73c17a,Diet Center,big_island,Hilo,wellness_center,-1,likely center,name contains business keyword; center_type is generic 'wellness_center' (pipeline default),8089347222,,https://www.dietcenter.com/,"Diet Right, Diet Smart, Diet Fast! With four unique diet programs and 40+ years "
316fdb18-f99e-49f7-8133-fa520cae729a,DMedicineWoman Essential Therapeutic Products,big_island,Kailua-Kona,wellness_center,1,likely center,center_type is generic 'wellness_center' (pipeline default),8089399050,,http://www.dmedicinewoman.com/,Welcome to our store.
